 45.00 280.00 930.00  -2.90   1.00
 46.00 620.00 550.00  -4.96   1.00
 47.00 840.00 820.00  -5.96   1.00
 48.00 850.00 170.00  -2.45   1.00
 49.00  30.00 330.00  -4.97   1.00
 50.00 340.00 660.00  -6.03   1.00
 51.00 430.00  10.00  -4.41   1.00
 52.00 140.00 630.00  -5.05   1.00
 53.00 380.00 790.00  -4.92   1.00
 54.00 220.00 300.00  -5.95   1.00
 55.00 440.00 790.00  -4.46   1.00
 56.00 830.00 220.00  -2.43   1.00
 57.00 610.00 410.00  -5.18   1.00
 58.00 760.00 810.00  -5.29   1.00
 59.00 120.00 870.00  -5.28   1.00
 60.00 280.00 150.00  -6.36   1.00
 61.00 920.00 350.00  -5.37   1.00
 62.00 710.00 420.00  -4.19   1.00
 63.00 210.00 720.00  -5.96   1.00
 64.00 820.00 150.00  -1.62   1.00
 65.00 120.00 580.00  -4.67   1.00
 66.00 530.00 260.00  -4.19   1.00
 67.00 620.00  50.00  -7.46   1.00
 68.00 440.00 280.00  -4.59   1.00
 69.00 610.00 680.00  -5.46   1.00
 70.00 880.00 220.00  -3.94   1.00
 71.00 850.00 350.00  -5.30   1.00
 72.00 550.00 140.00  -4.07   1.00
 73.00 420.00 840.00  -3.48   1.00
 74.00 650.00 940.00  -5.81   1.00
 75.00 620.00 530.00  -4.73   1.00
 76.00 550.00 930.00  -3.68   1.00
 77.00 150.00  70.00  -5.47   1.00
 78.00 400.00 310.00  -5.19   1.00
 79.00 330.00 600.00  -4.71   1.00
 80.00 640.00 130.00  -6.13   1.00
 81.00 700.00 840.00  -3.63   1.00
 82.00 220.00 950.00  -5.20   1.00
 83.00 180.00 910.00  -5.37   1.00
 84.00  20.00 610.00  -4.94   1.00
 85.00 820.00 450.00  -4.06   1.00
 86.00 850.00 760.00  -6.22   1.00
 87.00 630.00 210.00  -6.34   1.00
 88.00 180.00 610.00  -5.04   1.00
 89.00 540.00 480.00  -4.45   1.00
 90.00 660.00 470.00  -4.48   1.00
 91.00  80.00 660.00  -3.67   1.00
 92.00 960.00 110.00  -6.20   1.00
 93.00 870.00 140.00  -3.17   1.00
 94.00 650.00 910.00  -3.60   1.00
 95.00 700.00 220.00  -8.10   1.00
 96.00 390.00 250.00  -4.53   1.00
 97.00 760.00 130.00  -6.18   1.00
 98.00 190.00 250.00  -5.67   1.00
 99.00 690.00 980.00  -6.54   1.00
100.00 240.00 310.00  -5.38   1.00
101.00 190.00 760.00  -2.15   1.00
102.00 380.00 440.00  -4.22   1.00
103.00 580.00 750.00  -6.61   1.00
104.00 210.00 890.00  -4.24   1.00
105.00 770.00 200.00  -3.91   1.00
106.00 230.00 970.00  -6.11   1.00
107.00 620.00 470.00  -6.54   1.00
108.00 890.00 220.00  -5.30   1.00
109.00  50.00 710.00  -6.48   1.00
110.00 410.00 400.00  -4.33   1.00
111.00 390.00 530.00  -5.15   1.00
112.00 970.00 110.00  -4.98   1.00
113.00 260.00 210.00  -6.61   1.00
114.00 850.00 380.00  -6.88   1.00
115.00 550.00 130.00  -5.43   1.00
116.00  20.00 910.00  -5.68   1.00
117.00 610.00 530.00  -4.36   1.00
118.00 580.00 890.00  -3.45   1.00
119.00 1000.00 240.00  -5.49   1.00
120.00 920.00 690.00  -5.68   1.00
121.00 840.00 150.00  -2.85   1.00
122.00 650.00 410.00  -2.89   1.00
123.00 140.00 590.00  -5.08   1.00
124.00 190.00 130.00  -6.18   1.00
125.00 710.00 370.00  -5.18   1.00
126.00 490.00 740.00  -3.93   1.00
127.00 900.00  40.00  -6.28   1.00
128.00  30.00 800.00  -4.00   1.00
129.00 460.00 200.00  -6.25   1.00
130.00 210.00 280.00  -4.98   1.00
131.00 250.00 830.00  -4.14   1.00
132.00 520.00 320.00  -4.60   1.00
133.00 460.00 360.00  -2.03   1.00
134.00 850.00 710.00  -6.55   1.00
135.00 500.00 760.00  -5.78   1.00
136.00 900.00 970.00  -4.70   1.00
137.00 490.00  30.00  -4.64   1.00
138.00 560.00 730.00  -5.50   1.00
139.00  80.00 870.00  -6.34   1.00
140.00 220.00 650.00  -4.08   1.00
141.00 470.00 360.00  -1.64   1.00
142.00 400.00 680.00  -7.39   1.00
143.00 530.00 600.00  -4.48   1.00
144.00  90.00 270.00  -6.03   1.00
145.00  90.00 890.00  -6.69   1.00
146.00 190.00 940.00  -6.18   1.00
147.00 990.00 310.00  -6.48   1.00
148.00 590.00 200.00  -5.31   1.00
149.00 810.00 360.00  -4.27   1.00
150.00 400.00 290.00  -2.71   1.00
151.00 280.00 710.00  -5.89   1.00
152.00 510.00 340.00  -2.72   1.00
153.00 460.00 560.00  -3.72   1.00
154.00 1000.00 290.00  -4.24   1.00
155.00 770.00 350.00  -5.30   1.00
156.00 520.00 790.00  -5.22   1.00
157.00 980.00 210.00  -4.90   1.00
158.00 630.00 570.00  -5.02   1.00
159.00 300.00 410.00  -3.34   1.00
160.00 510.00 200.00  -4.10   1.00
161.00 110.00 560.00  -5.51   1.00
162.00 580.00 440.00  -4.19   1.00
163.00 900.00 100.00  -6.33   1.00
164.00 140.00 220.00  -6.70   1.00
165.00 260.00 600.00  -4.64   1.00
166.00  90.00  80.00  -8.66   1.00
167.00 100.00 940.00  -7.59   1.00
168.00 250.00 500.00  -5.65   1.00
169.00 820.00 500.00  -6.49   1.00
170.00 700.00 280.00  -4.72   1.00
171.00 430.00 580.00  -5.32   1.00
172.00  90.00 860.00  -4.11   1.00
173.00 420.00 700.00  -6.58   1.00
174.00 600.00 850.00  -5.22   1.00
175.00 780.00 230.00  -4.32   1.00
176.00  20.00 860.00  -3.79   1.00
177.00 180.00 370.00  -6.21   1.00
178.00 230.00 530.00  -5.41   1.00
179.00 670.00 730.00  -6.30   1.00
180.00 610.00  20.00  -5.69   1.00
181.00 390.00 420.00  -3.19   1.00
182.00  50.00 950.00  -6.17   1.00
183.00 330.00 1000.00  -4.06   1.00
184.00 750.00 220.00  -6.37   1.00
185.00 340.00 280.00  -4.67   1.00
186.00 390.00 520.00  -3.98   1.00
187.00 200.00 770.00  -4.11   1.00
188.00 980.00 110.00  -4.43   1.00
189.00 830.00 240.00  -3.70   1.00
190.00 910.00 320.00  -5.79   1.00
191.00 440.00 650.00  -4.79   1.00
192.00 220.00 330.00  -6.89   1.00
193.00 190.00 410.00  -5.53   1.00
194.00 970.00 710.00  -4.74   1.00
195.00  30.00 970.00  -4.85   1.00
196.00 210.00 690.00  -3.49   1.00
197.00 180.00 820.00  -4.64   1.00
198.00 810.00 170.00  -3.33   1.00
199.00 410.00 960.00  -4.44   1.00
200.00 240.00 370.00  -6.87   1.00
201.00 450.00  60.00  -3.92   1.00
202.00 530.00 820.00  -5.12   1.00
203.00 660.00 570.00  -2.51   1.00
204.00 380.00 540.00  -1.42   1.00
205.00 630.00 810.00  -5.44   1.00
206.00  60.00 630.00  -4.49   1.00
207.00 770.00 740.00  -6.44   1.00
208.00 710.00 1000.00  -8.35   1.00
209.00 240.00 650.00  -3.63   1.00
210.00 230.00 780.00  -5.69   1.00
211.00 950.00 710.00  -4.87   1.00
212.00 650.00 620.00  -3.67   1.00
213.00 140.00 380.00  -4.84   1.00
214.00 920.00 750.00  -6.44   1.00
215.00 540.00  70.00  -4.71   1.00
216.00 610.00 340.00  -5.71   1.00
217.00 440.00  10.00  -4.38   1.00
218.00 180.00 510.00  -4.72   1.00
219.00  10.00 100.00  -6.02   1.00
220.00  60.00 240.00  -6.74   1.00
221.00 780.00 940.00  -7.15   1.00
222.00 300.00 580.00  -4.32   1.00
223.00  20.00 320.00  -5.21   1.00
224.00 160.00 550.00  -5.43   1.00
225.00 910.00 850.00  -5.48   1.00
226.00 480.00 380.00  -1.78   1.00
227.00 1000.00  20.00  -4.26   1.00
228.00 330.00 780.00  -4.83   1.00
229.00 990.00  20.00  -3.91   1.00
230.00 290.00 520.00  -4.62   1.00
231.00 470.00 490.00  -4.26   1.00
232.00 920.00 270.00  -6.17   1.00
233.00  10.00 200.00  -6.37   1.00
234.00 100.00 290.00  -5.12   1.00
235.00 320.00 970.00  -3.66   1.00
236.00 400.00 870.00  -3.72   1.00
237.00 380.00 110.00  -5.13   1.00
238.00 420.00 600.00  -4.90   1.00
239.00 360.00 840.00  -2.64   1.00
240.00 920.00 730.00  -6.96   1.00
241.00 630.00 260.00  -7.58   1.00
242.00 800.00 860.00  -2.78   1.00
243.00 750.00 170.00  -4.77   1.00
244.00 970.00 610.00  -5.15   1.00
245.00 480.00 1000.00  -3.96   1.00
246.00 500.00 110.00  -5.47   1.00
247.00  20.00 110.00  -6.64   1.00
248.00 450.00 630.00  -4.80   1.00
249.00 390.00 680.00  -6.94   1.00
250.00 930.00 140.00  -6.02   1.00
251.00 930.00 1000.00  -5.27   1.00
252.00 210.00 610.00  -4.57   1.00
253.00 880.00 400.00  -5.07   1.00
254.00  50.00 630.00  -4.98   1.00
255.00 240.00 630.00  -4.10   1.00
256.00 740.00 950.00  -7.70   1.00
257.00 330.00 950.00  -4.11   1.00
258.00 340.00 320.00  -4.98   1.00
259.00 400.00  50.00  -4.39   1.00
260.00 240.00 620.00  -4.02   1.00
261.00  90.00 830.00  -5.46   1.00
262.00 660.00 210.00  -7.72   1.00
263.00 500.00 360.00  -2.75   1.00
264.00 300.00 760.00  -4.13   1.00
265.00 200.00 830.00  -5.65   1.00
266.00 850.00 620.00  -5.35   1.00
267.00  70.00  20.00  -7.97   1.00
268.00  60.00  10.00  -7.24   1.00
269.00 400.00 410.00  -3.93   1.00
270.00 610.00 920.00  -3.26   1.00
271.00 360.00 740.00  -4.21   1.00
272.00 480.00 320.00  -2.28   1.00
273.00 200.00 450.00  -5.25   1.00
274.00 140.00 260.00  -6.26   1.00
275.00  20.00 990.00  -4.84   1.00
276.00 200.00 530.00  -6.62   1.00
277.00 670.00 680.00  -4.37   1.00
278.00 970.00 390.00  -5.43   1.00
279.00 740.00 330.00  -5.52   1.00
280.00 530.00 370.00  -3.71   1.00
281.00 750.00 860.00  -3.58   1.00
282.00 770.00 630.00  -2.89   1.00
283.00 680.00 370.00  -4.25   1.00
284.00 710.00 350.00  -4.25   1.00
285.00 230.00 340.00  -6.73   1.00
286.00 200.00 570.00  -4.72   1.00
287.00  60.00 720.00  -5.77   1.00
288.00 930.00 750.00  -5.81   1.00
289.00 350.00 800.00  -3.25   1.00
290.00 250.00  40.00  -4.56   1.00
291.00 190.00  60.00  -5.19   1.00
292.00 790.00  80.00  -5.67   1.00
293.00 710.00 440.00  -5.22   1.00
294.00 280.00 810.00  -3.69   1.00
295.00 790.00 160.00  -4.22   1.00
296.00 620.00 910.00  -4.95   1.00
297.00 710.00 300.00  -5.87   1.00
298.00 750.00 850.00  -3.29   1.00
299.00 340.00 540.00  -3.74   1.00
300.00 990.00  40.00  -5.93   1.00
301.00 310.00 970.00  -3.81   1.00
302.00 790.00 710.00  -7.10   1.00
303.00 540.00 710.00  -6.67   1.00
304.00 240.00 470.00  -4.71   1.00
305.00 370.00 900.00  -3.36   1.00
306.00 910.00 730.00  -6.20   1.00
307.00 160.00 180.00  -6.80   1.00
308.00  80.00 430.00  -4.21   1.00
309.00 660.00 350.00  -4.39   1.00
310.00 650.00 350.00  -5.42   1.00
311.00 760.00 840.00  -4.11   1.00
312.00 960.00  20.00  -6.21   1.00
313.00 620.00 140.00  -6.33   1.00
314.00 660.00 450.00  -5.39   1.00
315.00 650.00  20.00  -4.71   1.00
316.00 190.00 120.00  -6.91   1.00
317.00 230.00 620.00  -3.50   1.00
318.00 700.00 370.00  -5.91   1.00
319.00  40.00 280.00  -6.29   1.00
320.00 750.00 760.00  -7.57   1.00
321.00 650.00 190.00  -6.99   1.00
322.00 780.00 790.00  -4.21   1.00
323.00 700.00 890.00  -4.15   1.00
324.00 140.00 860.00  -5.71   1.00
325.00 780.00 140.00  -3.41   1.00
326.00 320.00 940.00  -3.31   1.00
327.00 400.00 590.00  -4.55   1.00
328.00 170.00 980.00  -6.95   1.00
329.00  50.00 130.00  -6.23   1.00
330.00  60.00  50.00  -7.71   1.00
331.00 250.00 520.00  -4.62   1.00
332.00 340.00 150.00  -4.80   1.00
333.00 550.00 810.00  -4.43   1.00
334.00 880.00 810.00  -5.12   1.00
335.00  30.00 340.00  -4.68   1.00
336.00 170.00 910.00  -4.90   1.00
337.00 420.00 750.00  -5.64   1.00
338.00 360.00  60.00  -3.74   1.00
339.00 760.00 420.00  -4.30   1.00
340.00 210.00  60.00  -5.02   1.00
341.00 850.00  50.00  -6.32   1.00
342.00 660.00 870.00  -3.99   1.00
343.00 210.00 340.00  -6.11   1.00
344.00 680.00  80.00  -6.03   1.00
345.00 540.00 240.00  -3.19   1.00
346.00 960.00 330.00  -4.59   1.00
347.00 490.00 270.00  -2.74   1.00
348.00  20.00 540.00  -6.04   1.00
349.00 200.00 770.00  -4.11   1.00
350.00 660.00  20.00  -3.49   1.00
351.00 600.00 640.00  -3.29   1.00
352.00 500.00 600.00  -3.16   1.00
353.00 540.00 530.00  -4.94   1.00
354.00  90.00 210.00  -6.29   1.00
355.00 870.00 440.00  -4.40   1.00
356.00 520.00 220.00  -3.33   1.00
357.00 960.00 570.00  -3.29   1.00
358.00 640.00 430.00  -5.03   1.00
359.00 140.00 520.00  -5.10   1.00
360.00 170.00 730.00  -2.85   1.00
361.00 890.00 990.00  -6.33   1.00
362.00 780.00 810.00  -5.99   1.00
363.00  40.00 610.00  -6.02   1.00
364.00 800.00 270.00  -4.37   1.00
365.00 760.00 610.00  -4.14   1.00
366.00 170.00  70.00  -6.41   1.00
367.00 400.00 780.00  -3.44   1.00
368.00 460.00 610.00  -3.96   1.00
369.00 570.00 910.00  -4.28   1.00
370.00 580.00 770.00  -6.28   1.00
371.00 210.00 540.00  -5.30   1.00
372.00 120.00 140.00  -7.88   1.00
373.00 710.00 560.00  -4.27   1.00
374.00 860.00 280.00  -3.41   1.00
375.00 210.00 850.00  -5.05   1.00
376.00 870.00 680.00  -5.24   1.00
377.00  50.00 110.00  -8.65   1.00
378.00 280.00 540.00  -5.41   1.00
379.00 590.00 560.00  -5.83   1.00
380.00 740.00  80.00  -5.40   1.00
381.00 190.00 110.00  -5.56   1.00
382.00 230.00  30.00  -3.68   1.00
383.00 930.00  90.00  -5.79   1.00
384.00 340.00 150.00  -4.80   1.00
385.00 500.00 390.00  -3.53   1.00
386.00 550.00 790.00  -5.88   1.00
387.00 470.00 620.00  -4.70   1.00
388.00  20.00 440.00  -3.62   1.00
389.00  90.00 690.00  -4.96   1.00
390.00 250.00 750.00  -5.13   1.00
391.00 560.00 170.00  -5.36   1.00
392.00 500.00 370.00  -3.10   1.00
393.00 600.00 600.00  -4.21   1.00
394.00 850.00 610.00  -5.66   1.00
395.00 830.00 620.00  -5.59   1.00
396.00 220.00  10.00  -4.48   1.00
397.00 770.00  70.00  -5.66   1.00
398.00 310.00  80.00  -4.67   1.00
399.00 560.00 440.00  -5.17   1.00
400.00  80.00 370.00  -4.50   1.00
