630.00 940.00  -5.05
790.00 730.00  -5.51
750.00 210.00  -6.98
830.00 190.00  -3.43
720.00 680.00  -4.33
830.00 450.00  -5.78
250.00 510.00  -3.98
600.00 710.00  -6.14
500.00 330.00  -2.03
930.00 220.00  -5.93
950.00 1000.00  -4.21
1000.00 220.00  -6.54
 30.00 220.00  -5.61
900.00 250.00  -4.72
780.00 360.00  -4.76
850.00 280.00  -3.46
860.00 1000.00  -4.82
410.00 220.00  -5.28
760.00 800.00  -5.47
100.00 260.00  -7.56
470.00 250.00  -4.06
470.00 890.00  -2.97
660.00 890.00  -5.03
680.00 630.00  -1.74
800.00  90.00  -6.67
470.00 230.00  -2.22
180.00 650.00  -2.37
310.00 410.00  -4.83
990.00 710.00  -5.01
600.00 520.00  -5.12
390.00 650.00  -7.03
700.00 240.00  -8.32
140.00  40.00  -7.07
110.00  10.00  -5.95
800.00 810.00  -4.23
210.00 840.00  -5.01
720.00 480.00  -3.55
960.00 630.00  -5.09
390.00 890.00  -3.77
270.00 520.00  -4.05
 30.00 980.00  -3.68
400.00  50.00  -4.39
330.00 360.00  -6.58
940.00 780.00  -5.01
480.00 660.00  -5.48
 60.00 740.00  -5.34
490.00 710.00  -4.42
540.00 250.00  -3.53
350.00 740.00  -4.64
420.00 690.00  -5.09
450.00 680.00  -4.69
390.00 140.00  -6.95
120.00 430.00  -3.15
850.00 490.00  -5.00
700.00 600.00  -2.91
500.00  70.00  -3.10
370.00 110.00  -5.22
570.00 150.00  -6.23
420.00 880.00  -3.86
560.00 620.00  -4.60
570.00 320.00  -5.37
240.00 820.00  -4.42
420.00 600.00  -4.90
490.00 690.00  -4.21
680.00  70.00  -6.66
970.00  70.00  -5.39
610.00 940.00  -5.32
570.00 410.00  -5.44
 70.00 410.00  -3.93
480.00 930.00  -2.38
740.00 800.00  -6.09
810.00 460.00  -4.58
310.00 360.00  -5.42
160.00 860.00  -4.87
320.00 700.00  -5.50
290.00 700.00  -5.87
510.00 670.00  -5.07
910.00  40.00  -6.27
230.00 270.00  -6.09
320.00 890.00  -3.26
300.00  40.00  -3.13
370.00 230.00  -7.23
450.00 230.00  -5.24
390.00 740.00  -4.28
 80.00 550.00  -5.43
490.00 510.00  -4.97
290.00 370.00  -4.83
560.00 580.00  -4.73
400.00 770.00  -4.24
280.00 720.00  -4.52
550.00 270.00  -3.01
630.00 880.00  -3.35
790.00 170.00  -4.90
340.00 950.00  -2.03
100.00 260.00  -7.56
120.00  90.00  -7.90
490.00  40.00  -4.46
680.00 300.00  -5.45
100.00 610.00  -6.20
760.00 620.00  -3.38
 50.00 670.00  -5.83
330.00 820.00  -4.36
840.00 500.00  -5.81
710.00 120.00  -6.98
520.00 830.00  -5.62
410.00 110.00  -6.55
690.00 100.00  -7.64
320.00 730.00  -4.55
410.00 670.00  -5.77
360.00 160.00  -6.15
 80.00 480.00  -4.10
920.00 650.00  -5.52
970.00 530.00  -2.07
 40.00  70.00  -8.05
400.00 530.00  -4.99
320.00  30.00  -3.35
200.00 280.00  -6.22
1000.00 190.00  -5.63
 80.00  50.00  -8.59
170.00 410.00  -5.00
730.00 880.00  -4.67
 30.00 430.00  -5.16
910.00 140.00  -4.62
270.00 860.00  -2.80
270.00  40.00  -3.39
330.00 460.00  -3.14
780.00 980.00  -6.40
550.00 610.00  -3.03
 70.00 220.00  -6.67
590.00 530.00  -5.34
520.00 220.00  -3.33
330.00 140.00  -5.51
800.00 550.00  -5.98
920.00 210.00  -5.59
130.00 810.00  -5.36
160.00 540.00  -5.40
420.00  70.00  -4.82
240.00 280.00  -5.26
420.00 110.00  -6.06
720.00 560.00  -3.64
420.00 690.00  -5.09
730.00 350.00  -4.90
100.00 210.00  -6.83
560.00  80.00  -4.37
180.00 110.00  -6.32
480.00 150.00  -6.29
380.00 220.00  -7.21
450.00  60.00  -3.92
860.00 170.00  -3.03
680.00 300.00  -5.45
990.00 770.00  -3.30
100.00 580.00  -5.71
940.00 230.00  -7.02
 40.00 870.00  -4.34
170.00 370.00  -5.41
490.00 500.00  -5.30
110.00 330.00  -3.66
1000.00 730.00  -3.05
200.00 190.00  -6.05
690.00 220.00  -8.08
650.00 230.00  -7.70
440.00  10.00  -4.38
530.00 140.00  -3.29
610.00 150.00  -8.15
110.00 880.00  -5.81
160.00 740.00  -4.68
